iter,loss1,loss2,total_loss
94.0,-0.9755388256587112,-0.9678206246722405,-1.9433594485835843
95.0,-0.9759535326437375,-0.9681933442622132,-1.9441468775854824
96.0,-0.9760775351563183,-0.9684562842310057,-1.9445338206493117
97.0,-0.976379481317166,-0.9687092511001549,-1.9450887290196621
98.0,-0.9757360340329646,-0.9686451399947611,-1.9443811764546248
99.0,-0.97665917766599,-0.9690076369998509,-1.945666814859993
100.0,-0.9766407334260909,-0.9689740904573508,-1.9456148236892898
101.0,-0.9763749878647273,-0.9677429582183447,-1.94411794564623
102.0,-0.9766650104755688,-0.9688731637762114,-1.9455381725044125
103.0,-0.9768873621081685,-0.969291001072924,-1.9461783619191049
104.0,-0.976816924464819,-0.9693329180879002,-1.9461498392521364
105.0,-0.9769399031171582,-0.9692076935830256,-1.9461475977680194
106.0,-0.9768357689489371,-0.9694963376180357,-1.9463321050137572
107.0,-0.9778513616187565,-0.9701879002178142,-1.9480392624190266
108.0,-0.9777084839460516,-0.9700333965329472,-1.9477418791199352
109.0,-0.9765785038471222,-0.9694494745824547,-1.9460279807594
110.0,-0.9775016188427369,-0.9704045162138799,-1.9479061361244525
111.0,-0.9780320540701527,-0.9696447459999047,-1.9476768005554372
112.0,-0.9772090319701825,-0.9701780338046605,-1.9473870633479438
113.0,-0.978170298695176,-0.9706650845196814,-1.9488353857388325
114.0,-0.9773411329483753,-0.9703134492476523,-1.947654580642812
115.0,-0.9784768965422913,-0.9708042402997468,-1.9492811364537341
116.0,-0.9782417770899856,-0.9704830548468164,-1.9487248301894347
117.0,-0.9786753496246151,-0.9712807910838422,-1.949956139058166
118.0,-0.9787489308790586,-0.971508428697089,-1.9502573576346283
119.0,-0.9781433659384228,-0.9709068505694113,-1.94905021660491
120.0,-0.9785307245844739,-0.9713026316235819,-1.9498333573729674
121.0,-0.9790971632500813,-0.971577584063968,-1.9506747468286694
122.0,-0.9788892953520101,-0.9717392698173026,-1.9506285631307174
123.0,-0.9792240354253725,-0.9718816576446695,-1.951105690157763
124.0,-0.9780586938516325,-0.9714560512611066,-1.9495147416180043
125.0,-0.9793470131069519,-0.9720779284592171,-1.9514249423427767
126.0,-0.9790475807283134,-0.972140244435798,-1.951187826523175
127.0,-0.9795926860761176,-0.972279414000651,-1.9518720985235531
128.0,-0.9788643934245218,-0.9719696783669997,-1.9508340754804083
129.0,-0.9797086761323948,-0.9720694993528559,-1.9517781734466553
130.0,-0.9798815287285597,-0.9721000062526243,-1.9519815343987281
131.0,-0.9797763351702923,-0.9719605413826746,-1.9517368781061826
132.0,-0.9802805367820814,-0.973183103803703,-1.9534636372852014
133.0,-0.9798030296055424,-0.9721906356003851,-1.9519936622936485
134.0,-0.9798222634613708,-0.9726498262889999,-1.9524720907211304
135.0,-0.9795210330416403,-0.9727350808316023,-1.952256115329382
136.0,-0.9803353222845431,-0.9729327828371563,-1.9532681057041554
137.0,-0.9803478656646095,-0.9728560878710172,-1.9532039559625258
138.0,-0.9802678482734419,-0.973101528246162,-1.9533693769079077
139.0,-0.9805762184365177,-0.9734240859649858,-1.9540003041102754
140.0,-0.9807108880448419,-0.973585980431653,-1.9542968663408236
141.0,-0.9806400347221946,-0.9734824822081029,-1.9541225155712338
142.0,-0.9796992621903311,-0.9727832086699794,-1.9524824728018297
143.0,-0.9804743719605747,-0.973194749036907,-1.9536691185705826
144.0,-0.9808879618924293,-0.9736794711906669,-1.9545674333743241
145.0,-0.9808249270683003,-0.973797674967334,-1.9546226004824188
146.0,-0.9809517508997591,-0.9737176681574471,-1.9546694215811813
147.0,-0.9809967006650732,-0.9738479819670562,-1.9548446823409016
148.0,-0.9812097492163655,-0.9742046635391658,-1.9554144126584554
149.0,-0.9811048633889189,-0.9739624180312265,-1.9550672820026012
150.0,-0.9810568440814749,-0.9739143284407812,-1.954971169027521
151.0,-0.9813717946361641,-0.9745044784941969,-1.955876273130361
152.0,-0.9812921066237583,-0.9744315162932057,-1.9557236246643315
153.0,-0.9811846872106049,-0.9746372928836835,-1.9558219804825923
154.0,-0.9816910944854786,-0.9746931595212085,-1.9563842518710157
155.0,-0.9814378352235117,-0.9746313675607067,-1.9560692030754463
156.0,-0.9817169594065762,-0.9749375025496032,-1.9566544622474074
157.0,-0.9817370841285693,-0.9749983828696832,-1.9567354634064416
158.0,-0.9819879179474585,-0.9749936038197446,-1.9569815201169116
159.0,-0.9814128080680238,-0.9744816476825006,-1.955894457012512
160.0,-0.9818127145596358,-0.9749437338560334,-1.956756448512745
161.0,-0.9813418538834451,-0.9743640817920237,-1.9557059352871649
162.0,-0.9820599989898818,-0.974858206821187,-1.9569182077525882
163.0,-0.9817994699027717,-0.9749930178691976,-1.9567924881602732
164.0,-0.9821321938053404,-0.9750275392485752,-1.9571597335392954
165.0,-0.9822151808474662,-0.9753243808637613,-1.957539560158012
166.0,-0.9821711847564685,-0.974513587083801,-1.9566847730537191
167.0,-0.981253525721522,-0.9748999405567343,-1.9561534665694842
168.0,-0.98239372296908,-0.9751668117139549,-1.9575605357508705
169.0,-0.982293873442889,-0.9754051669995248,-1.9576990396658063
170.0,-0.9826021708960642,-0.975485068190758,-1.9580872408341896
171.0,-0.9825667896177559,-0.9755816686813529,-1.9581484588815645
172.0,-0.9822551532366377,-0.9754747654211249,-1.9577299183665346
173.0,-0.982465154282045,-0.9754993089441367,-1.9579644616729661
174.0,-0.9824028580118856,-0.9757004274413329,-1.958103287880118
175.0,-0.9823830716967195,-0.9758081220648576,-1.9581911926937414
176.0,-0.9823697995673562,-0.9757631500691467,-1.9581329496365028
177.0,-0.9828144286665156,-0.9758826161246347,-1.9586970443057703
178.0,-0.9829334568123087,-0.9761191621083002,-1.959052619211837
179.0,-0.9827704698526898,-0.9756858998284667,-1.958456367739637
180.0,-0.9826501583625905,-0.9761398554042419,-1.9587900112428571
181.0,-0.9830455855748552,-0.9765462284173562,-1.9595918160308068
182.0,-0.9828447313184459,-0.9760411171066644,-1.9588858485221863
183.0,-0.982874653432579,-0.9761489890879839,-1.959023642035183
184.0,-0.9831945961189581,-0.9765260155503835,-1.9597206127371773
185.0,-0.983131152216697,-0.9766742236645292,-1.9598053777256694
186.0,-0.9832605870034097,-0.9766554691698341,-1.95991605578494
187.0,-0.9832616954168202,-0.9767395242417675,-1.9600012195615115
188.0,-0.9833479535307869,-0.9765456128586387,-1.9598935658069698
189.0,-0.98331085624058,-0.9768814035852103,-1.9601922623497656
190.0,-0.983260405956728,-0.9766773711586619,-1.9599377755621745
191.0,-0.983217493039389,-0.9767769548908507,-1.9599944492893033
192.0,-0.983106571804817,-0.9768532264116144,-1.9599597993813431
193.0,-0.9835761622419574,-0.9770072412219032,-1.9605834029784808
194.0,-0.9829477701785122,-0.9768480667268026,-1.9597958378760745
195.0,-0.9837459623813629,-0.9775211809124155,-1.9612671406727271
196.0,-0.9835355210964377,-0.9768143434089636,-1.9603498669323005
197.0,-0.9825089248655673,-0.9764956379558054,-1.959004561753537
198.0,-0.9836947997540527,-0.977079280327508,-1.9607740819260042
199.0,-0.9838253628547494,-0.9770505560337527,-1.96087591869435
200.0,-0.983808439018672,-0.9776264312601245,-1.9614348691138848
201.0,-0.9834924142213132,-0.9769960269089242,-1.9604884415185413
202.0,-0.9837125870808716,-0.9775084827932551,-1.9612210732717856
203.0,-0.9833823533710517,-0.9773485511055987,-1.9607309064181697
204.0,-0.9841113146819198,-0.9778777480319579,-1.96198906242265
205.0,-0.9834862323265511,-0.9773150999887759,-1.9608013330919347
206.0,-0.9840733829266862,-0.9779521078356702,-1.9620254909565085
207.0,-0.983858033674936,-0.9777288531053339,-1.9615868869744217
208.0,-0.9838470692355004,-0.9777194436287647,-1.9615665155823923
209.0,-0.9837561823451946,-0.9777263021430286,-1.9614824842940712
210.0,-0.983946643745472,-0.9779017248254646,-1.9618483696387723
211.0,-0.9840862201557097,-0.978024069862956,-1.9621102883683743
212.0,-0.9838525530569716,-0.9781670041309506,-1.9620195576733022
213.0,-0.9840286179940164,-0.9779937672110256,-1.962022385690422
214.0,-0.9834754277712359,-0.9780126673196736,-1.9614880941201498
215.0,-0.9840819606563556,-0.9783614933102449,-1.9624434538695246
216.0,-0.9834267640735117,-0.977631437176602,-1.9610582013471896
217.0,-0.9840476396417773,-0.9780652086198912,-1.9621128457376933
218.0,-0.9844747839999122,-0.9789353859541082,-1.9634101703423241
219.0,-0.9843602653240925,-0.9787309606611146,-1.9630912243349157
220.0,-0.9840553269906619,-0.9786922828770616,-1.96274760802328
221.0,-0.9842661315338619,-0.9787809922563137,-1.9630471254404671
222.0,-0.9843229385462957,-0.9787843620544148,-1.9631073012802422
223.0,-0.9844180156237139,-0.9784069908752504,-1.9628250059165084
224.0,-0.9843408850777032,-0.9787363922557147,-1.9630772764597344
225.0,-0.98423619349927,-0.9790061090008055,-1.963242304247443
226.0,-0.9842034801598092,-0.9787897318116229,-1.9629932143012554
227.0,-0.9844117132576746,-0.9793290856024341,-1.9637407990542608
228.0,-0.9845973143554277,-0.9794146947635501,-1.964012011448801
229.0,-0.9844051210227929,-0.9791081789456284,-1.963513297638598
230.0,-0.9846950810196345,-0.9796216451966413,-1.9643167276724154
231.0,-0.9845568239688873,-0.9794943846203994,-1.9640512097541982
232.0,-0.9844427726167809,-0.9792099289280584,-1.963652703000979
233.0,-0.9823441638426206,-0.9780824895013815,-1.9604266549942937
234.0,-0.9841562934729486,-0.9791197275882435,-1.9632760191196728
235.0,-0.9845089847373651,-0.9793942087248017,-1.9639031953066102
236.0,-0.9847531366231775,-0.9797759721061694,-1.964529105622916
237.0,-0.9849239046099908,-0.9799447319794944,-1.9648686329005984
238.0,-0.9849298451738948,-0.9800206499495802,-1.964950491240436
239.0,-0.9847374420600916,-0.9796906234969534,-1.9644280644892094
240.0,-0.9846640453470646,-0.9798247198716825,-1.9644887641509114
241.0,-0.9840260531498477,-0.9792973489442943,-1.9633234013175342
242.0,-0.9849650130792239,-0.9803386477189266,-1.9653036582741752
243.0,-0.9847744391678988,-0.979474121516613,-1.9642485636453286
244.0,-0.9845078713730803,-0.9796833712425604,-1.96419124455716
245.0,-0.9850594031500117,-0.9804491673502161,-1.9655085739949627
246.0,-0.9848110101122033,-0.9802348268148565,-1.9650458371212118
247.0,-0.9836947045225274,-0.9793590916872801,-1.9630537953361238
248.0,-0.9845539952722356,-0.9797966894769513,-1.9643506834871993
249.0,-0.98522448801839,-0.9807805709225347,-1.9660050585526208
250.0,-0.9851160677519994,-0.9805123105111262,-1.965628379913417
251.0,-0.9849101100177641,-0.9804351821007868,-1.9653452926039308
252.0,-0.985119482496274,-0.9805939064546206,-1.965713390698262
253.0,-0.9850713502894783,-0.9804269299639164,-1.9654982812241546
254.0,-0.9843553995853138,-0.9801920523278488,-1.9645474522043906
255.0,-0.9849903909701866,-0.98051106473522,-1.9655014534726594
256.0,-0.9851583695761156,-0.9807173776704248,-1.9658757459845528
257.0,-0.9849000378035567,-0.9800422406157764,-1.9649422801667005
258.0,-0.9844172409574838,-0.9802624643431425,-1.9646797063684618
259.0,-0.98528198261991,-0.9807275527851589,-1.9660095370553603
260.0,-0.9852911896930844,-0.9809637366754612,-1.9662549278246853
261.0,-0.9853214489520566,-0.9810451675898089,-1.966366618386309
262.0,-0.985077878065917,-0.9808464870584904,-1.9659243670659268
263.0,-0.9854118866718553,-0.9811856021516098,-1.9665974898913008
264.0,-0.9846995674826035,-0.9809086137369324,-1.965608180734156
265.0,-0.9851276985208841,-0.9811358653761276,-1.9662635644794675
266.0,-0.984877624127298,-0.9811852340395365,-1.966062856225315
267.0,-0.9854064233334134,-0.9812811168474949,-1.9666875406662883
268.0,-0.9852530672806482,-0.9813121157282727,-1.9665651833972249
269.0,-0.9853259751190968,-0.9813815452376872,-1.9667075214246197
270.0,-0.9854609114921831,-0.9812704702347809,-1.9667313807562041
271.0,-0.9854649203413861,-0.9813688717758229,-1.966833791631829
272.0,-0.9850300623267791,-0.9808105951605868,-1.9658406586522776
273.0,-0.9852467593812787,-0.9812208013154008,-1.9664675601142236
274.0,-0.9855964011012148,-0.9813899611417167,-1.966986361660476
275.0,-0.9855487453432735,-0.9814648071018803,-1.9670135538042175
276.0,-0.9846890783271106,-0.9809941959109291,-1.9656832773444708
277.0,-0.9855871385005864,-0.9815022727953883,-1.9670894120725824
278.0,-0.9857236058587748,-0.9816222709242607,-1.9673458757151998
279.0,-0.9856519164208092,-0.9816408778634832,-1.9672927972936476
280.0,-0.9855408144307836,-0.9815919780770032,-1.9671327951288378
281.0,-0.9853360493718996,-0.9814575884357726,-1.9667936357690767
282.0,-0.9849281756613852,-0.981078342040121,-1.9660065170219745
283.0,-0.9853874723569578,-0.9815576646343505,-1.966945137962068
284.0,-0.9857296098132864,-0.9818273856507839,-1.9675569942020825
285.0,-0.9853213278012478,-0.9816091237316691,-1.966930451532917
286.0,-0.9857606406320578,-0.9820000622482176,-1.9677607036568832
287.0,-0.9857661419272035,-0.9819821657109338,-1.9677483093855046
288.0,-0.9855309026831525,-0.9817378091889795,-1.967268711775056
289.0,-0.9851121607354876,-0.9809982874688574,-1.9661104475248132
290.0,-0.9857466454808798,-0.9818327838512507,-1.9675794280701429
291.0,-0.9855354138034175,-0.9817427323967316,-1.9672781423171102
292.0,-0.9857818013487887,-0.9818138808303236,-1.9675956818878846
293.0,-0.9856935798733553,-0.9813443559680001,-1.9670379357928174
294.0,-0.9856830317927494,-0.9817420008322315,-1.967425032624981
295.0,-0.9857603807596896,-0.9821214260418174,-1.9678818053453675
296.0,-0.9860253823308293,-0.9823053647136067,-1.9683307506362469
297.0,-0.9858464726795979,-0.9823448298808418,-1.9681913037253513
298.0,-0.9852754751323489,-0.9816068753551582,-1.9668823498079753
299.0,-0.9858368343949706,-0.9823347657239399,-1.968171601186746
300.0,-0.986020081206331,-0.9825603925055711,-1.96858047448851
301.0,-0.9860660159044234,-0.9825037688696423,-1.9685697829296225
302.0,-0.9860011144064925,-0.9824346980559321,-1.968435814209792
303.0,-0.9857339181418527,-0.981816918143232,-1.9675508358967808
304.0,-0.9860609096113945,-0.982137115459877,-1.9681980248771196
305.0,-0.9860661926797625,-0.9821354038163971,-1.968201598825983
306.0,-0.9853839724770587,-0.982044564493316,-1.9674285362908428
307.0,-0.9861037382667927,-0.9825769210483042,-1.9686806603829325
308.0,-0.9858547858772526,-0.9822702814585222,-1.968125067044547
309.0,-0.9861647888581216,-0.9827089334932134,-1.968873723127943
310.0,-0.9852889019037303,-0.9822498294934388,-1.9675387328533085
311.0,-0.9860418967975467,-0.9826146295288098,-1.9686565263263567
312.0,-0.9850710050873337,-0.9821362462416534,-1.9672072498728477
313.0,-0.9860732335026955,-0.9825135803377978,-1.968586814908329
314.0,-0.986368570149139,-0.9830483174867661,-1.9694168862768415
315.0,-0.9863714254446061,-0.9829833013421161,-1.969354724456899
316.0,-0.9858599645889543,-0.9825709036973089,-1.9684308676067315
317.0,-0.9862066305421463,-0.9825656844078524,-1.9687723113581879
318.0,-0.9861605505213287,-0.9827835391903544,-1.968944090197063
319.0,-0.9858517985584682,-0.9821540510421467,-1.9680058480473994
320.0,-0.986213169967701,-0.9825904187822186,-1.9688035900119074
321.0,-0.9863110546762858,-0.9830709747266303,-1.9693820307619796
322.0,-0.9858900607602993,-0.9826922768102019,-1.9685823385412609
323.0,-0.9859608098233562,-0.9829180178502483,-1.9688788312654153
324.0,-0.9859130644642957,-0.9826096498228439,-1.9685227160345071
325.0,-0.9858117931634673,-0.9828149664673821,-1.9686267591454696
326.0,-0.9864583520236931,-0.9830191630493934,-1.9694775152672386
327.0,-0.986414754235395,-0.9833163045322468,-1.9697310565348944
328.0,-0.9864166483816961,-0.9830883326864398,-1.9695049842716428
329.0,-0.9864124161606891,-0.9830596176149015,-1.9694720351346542
330.0,-0.986426975905701,-0.9832580431276502,-1.9696850182567436
331.0,-0.9863359437897462,-0.9831657741667782,-1.9695017153354732
332.0,-0.9860901196732972,-0.9828187982500182,-1.968908915302264
333.0,-0.9865846887279411,-0.9832562892561238,-1.969840977789913
334.0,-0.9865732940478122,-0.9834306460444237,-1.970003942324983
335.0,-0.986333777248277,-0.9829463695664359,-1.969280146620561
336.0,-0.9864979154318085,-0.9830197253134041,-1.969517640259833
337.0,-0.9861549835057523,-0.9831966969399965,-1.9693516786013054
338.0,-0.9866109510780545,-0.9833901429409313,-1.9700010929511502
339.0,-0.9866276131002445,-0.9830531556559696,-1.969680765941011
340.0,-0.9865824367596194,-0.9833763798983943,-1.9699588169492417
341.0,-0.9861695482987146,-0.9832242439934796,-1.969393793068802
342.0,-0.9861282439301767,-0.9831598975759376,-1.9692881412148864
343.0,-0.9863087000986652,-0.98318223194113,-1.9694909342725424
344.0,-0.9864894357488676,-0.983570018886355,-1.9700594526937032
345.0,-0.9867529452623685,-0.983697694559439,-1.9704506346767812
346.0,-0.9866571068181277,-0.9835632973462829,-1.9702204052322463
347.0,-0.9864326943597886,-0.9834985700997156,-1.969931262323833
348.0,-0.9867756279361365,-0.9835093141767024,-1.9702849438602061
349.0,-0.9862542286369622,-0.9833933082970423,-1.9696475376135363
350.0,-0.9864918727439855,-0.9834711534192585,-1.9699630215035977
351.0,-0.9852433327937359,-0.9826179670976893,-1.9678613001826533
352.0,-0.9866603967227066,-0.9837073475996135,-1.970367744225244
353.0,-0.9869142294124206,-0.9838577511838671,-1.9707719813728954
354.0,-0.9866908196517621,-0.9837392701582334,-1.970430088159704
355.0,-0.9858416517899169,-0.9831957794750164,-1.9690374301000215
356.0,-0.9869110917229605,-0.983637636181586,-1.9705487276133187
357.0,-0.986684584753521,-0.9838287795405435,-1.970513363032077
358.0,-0.9868609944073308,-0.9837016371057554,-1.970562631998466
359.0,-0.9868087786028362,-0.9840200060936061,-1.9708287807163276
360.0,-0.9864625608493917,-0.9836399636750113,-1.970102524136099
361.0,-0.9866029347387121,-0.9835520787619613,-1.9701550166071045
362.0,-0.986699739865449,-0.983841368643391,-1.9705411096737517
363.0,-0.9868719727286298,-0.9838741271231772,-1.9707461016962504
364.0,-0.9868319529663856,-0.9839119055954564,-1.9707438559407908
365.0,-0.9866415608783499,-0.983808069838763,-1.9704496291638973
366.0,-0.9870196672138252,-0.9841823836102936,-1.9712020498533591
367.0,-0.9869082714719182,-0.9840321170973079,-1.9709403875984663
368.0,-0.9869834319582202,-0.9841522233688094,-1.9711356559094855
369.0,-0.9869550426736329,-0.9840480588158101,-1.9710030971210244
370.0,-0.9869484883954548,-0.9840798191604863,-1.9710283065851815
371.0,-0.986880135846837,-0.9839218127805169,-1.9708019496951896
372.0,-0.9867426805465151,-0.983457810521514,-1.9702004924270928
373.0,-0.9861770173237456,-0.9837616957748363,-1.9699387123219743
374.0,-0.9871520895134742,-0.9843407606263114,-1.9714928502368616
375.0,-0.987098003152139,-0.9841815125476265,-1.9712795182237408
376.0,-0.9868618906126737,-0.984220567568894,-1.9710824586669475
377.0,-0.9865553779011829,-0.983949077537083,-1.9705044574768613
378.0,-0.9868948374198392,-0.984168656777093,-1.9710634950706158
379.0,-0.9870502642000926,-0.9841039114743957,-1.9711541766452478
380.0,-0.9869780139542558,-0.9840646482251755,-1.9710426633443427
381.0,-0.987118103508064,-0.9843494451395464,-1.971467549521294
382.0,-0.9871188461392244,-0.9841880355673427,-1.971306879085516
383.0,-0.9870218543353997,-0.984301451557234,-1.9713233055043298
384.0,-0.9868713468798597,-0.9842199073552309,-1.971091252778951
385.0,-0.9869776772947964,-0.9841629128891016,-1.9711405914458855
386.0,-0.9862017799472188,-0.9835560492661566,-1.969757830087059
387.0,-0.9872544380663272,-0.9841173892106606,-1.9713718250442405
388.0,-0.9871616226648274,-0.9839207911530224,-1.971082410128963
389.0,-0.9865137841491823,-0.9840470595157884,-1.970560842888363
390.0,-0.9872863562565285,-0.9846766065891092,-1.9719629633310176
391.0,-0.9872036456867616,-0.9844822805945183,-1.9716859248251402
392.0,-0.9873154065313867,-0.9845064663925854,-1.9718218756420993
393.0,-0.9871899185623331,-0.9842789507067553,-1.9714688682012527
394.0,-0.9872702113580237,-0.984671094712683,-1.971941305682403
395.0,-0.9871955280971838,-0.9845497785833837,-1.971745304836124
396.0,-0.9871193529728569,-0.9843416215930777,-1.9714609741776308
397.0,-0.9867344326809874,-0.9840707743983316,-1.9708052085354584
398.0,-0.9871864201385734,-0.9844945178940553,-1.9716809353145015
399.0,-0.9873558119764545,-0.9847800977261136,-1.9721359080522767
400.0,-0.9873323381335417,-0.98478702312572,-1.9721193612592616
401.0,-0.9871871921837524,-0.9844337925072213,-1.9716209893506202
402.0,-0.9864032475295983,-0.9840535440934209,-1.9704567904581076
403.0,-0.9873125969587009,-0.9848261952206055,-1.9721387937325219
404.0,-0.9872603717378374,-0.9846632041837959,-1.971923577474849
405.0,-0.9871046156758982,-0.9844967057922376,-1.9716013204003002
406.0,-0.9865942577974027,-0.983586972039375,-1.9701812298367776
407.0,-0.9861509397092005,-0.9839020847109319,-1.9700530237406007
408.0,-0.987317901577934,-0.9847437175360876,-1.9720616204730852
409.0,-0.9873719848328383,-0.984890878103455,-1.9722628643924327
410.0,-0.9874921162470156,-0.9847789010706476,-1.9722710193562585
411.0,-0.9874063613748706,-0.9847744495550274,-1.9721808087942265
412.0,-0.9872137601290153,-0.9846784186091407,-1.9718921774761684
413.0,-0.9873533063486267,-0.9847387603517465,-1.9720920687389685
414.0,-0.9873399319011924,-0.9846227807796739,-1.9719627124867145
