iter,loss1,loss2,total_loss,val_loss
73.0,-0.973321581101114,-0.9790430765555922,-1.9523646572202238,-1.798981029087145
74.0,-0.973402008876791,-0.9792225778405437,-1.9526245855814885,-1.79229185997404
75.0,-0.9734182840497916,-0.9792486946198095,-1.9526669783769595,-1.8007548479672293
76.0,-0.973476017107729,-0.9793359340898822,-1.9528119510388904,-1.777704323637542
77.0,-0.9735067508983921,-0.9793329968015575,-1.9528397482207525,-1.7932781777675684
78.0,-0.9735488142736682,-0.9794442661145647,-1.9529930801749518,-1.7883512880564867
79.0,-0.9736039432082962,-0.979539037043435,-1.9531429796118878,-1.801139410543969
80.0,-0.9736380136141,-0.979599737075459,-1.9532377511260415,-1.788092684595129
81.0,-0.973679284352257,-0.9796366014644867,-1.9533158863425066,-1.791065784521389
82.0,-0.9737260949793201,-0.9797432102716196,-1.953469304759897,-1.7919008982313376
83.0,-0.9737665021618919,-0.9798227932554935,-1.953589295333065,-1.7995165844475864
84.0,-0.9738051893062913,-0.9798573837548512,-1.9536625733835442,-1.7836197201297934
85.0,-0.9738260123330325,-0.9798936607328381,-1.9537196725500279,-1.784672630341697
86.0,-0.9738882615402176,-0.980024560617609,-1.953912822073506,-1.788710831277555
87.0,-0.9739213517603604,-0.980067099153554,-1.9539884511470358,-1.797863616103433
88.0,-0.9739549591724415,-0.9801213484968293,-1.9540763072625487,-1.804658490428804
89.0,-0.9739817508576247,-0.9801529567551373,-1.9541347078607634,-1.785518947182485
90.0,-0.9740383781320969,-0.9802479973011567,-1.9542863754778939,-1.7989346913251831
91.0,-0.9740586745924488,-0.9803324258594334,-1.9543911003874017,-1.7807916053475175
92.0,-0.9741006556461563,-0.9803700842793476,-1.954470739741983,-1.788146734237671
93.0,-0.9741209954373043,-0.9803854641625099,-1.9545064594262131,-1.7881874714229156
94.0,-0.9741591864252404,-0.9804574820982832,-1.954616668429283,-1.7912719015261573
95.0,-0.9741995470331584,-0.9805200195375988,-1.95471956707668,-1.7981894942821484
96.0,-0.9742338348815869,-0.980593419589863,-1.9548272551658536,-1.7955659852961983
97.0,-0.9742744456980682,-0.9806200183944753,-1.9548944643256647,-1.796526246443744
98.0,-0.9742972453203794,-0.9806798735007755,-1.9549771190096359,-1.797755594407966
99.0,-0.9743147331059073,-0.9807364730338165,-1.9550512063976453,-1.7711972368271995
100.0,-0.9743613321828576,-0.9808289610160075,-1.9551902935014267,-1.7929724849419195
101.0,-0.9743813796349727,-0.9808440295235532,-1.9552254095900483,-1.7959188298214857
102.0,-0.9744199174230385,-0.9808659781292273,-1.9552858952645842,-1.7867751640354477
103.0,-0.9744444493050285,-0.980943765285716,-1.9553882144221035,-1.7778519043613572
104.0,-0.974468605420331,-0.9809807304624929,-1.9554493358828238,-1.8001566352249134
105.0,-0.9745106461382035,-0.9810512825961992,-1.9555619282086398,-1.8047127129530642
106.0,-0.9745236632182513,-0.9810777723645374,-1.9556014355778288,-1.7927144050221495
107.0,-0.9745729311766239,-0.9811445769597441,-1.9557175082851688,-1.7930323995685125
108.0,-0.9745829325503197,-0.9812133937188747,-1.9557963263187947,-1.8001024000829242
109.0,-0.9746029920205802,-0.9812134314746004,-1.9558164231281387,-1.8069336885147937
110.0,-0.9746399313159361,-0.9812695591652305,-1.955909490922609,-1.7825048538557537
111.0,-0.9746642118088763,-0.981368219940736,-1.956032432096814,-1.7851819194511969
112.0,-0.9746900571903433,-0.9813305210866815,-1.9560205782175044,-1.7710662032190658
113.0,-0.9747208916249148,-0.9813701049394871,-1.9560909967231226,-1.7965274955989061
114.0,-0.9747413427190692,-0.9814407663277087,-1.9561821096419811,-1.7793677954877158
115.0,-0.974772145082106,-0.9814472761399795,-1.9562194215643274,-1.7935491330439068
116.0,-0.974799111623122,-0.9815103548174443,-1.9563094664703264,-1.7816877827448492
117.0,-0.9748255340739733,-0.9816304517137515,-1.9564559859166857,-1.7871386026507494
118.0,-0.9748819318132749,-0.9816226701406311,-1.9565046017009446,-1.7954600697256755
119.0,-0.9748888794868116,-0.981655430762018,-1.9565443101793891,-1.7926347440264614
120.0,-0.9749045989780644,-0.9816758089685753,-1.9565804081351208,-1.7951102960166208
121.0,-0.9749370809699331,-0.9817089510507608,-1.956646031822293,-1.7809106186856214
122.0,-0.9749587956954529,-0.9817671255610236,-1.9567259210332753,-1.7906664163580437
123.0,-0.9749707164656871,-0.9817737915149453,-1.9567445078020713,-1.7901234171966807
124.0,-0.9750158353961723,-0.9818701640762227,-1.9568860000824784,-1.8046179644492752
125.0,-0.9750321953161947,-0.9818779661342547,-1.9569101615149298,-1.8000511786007392
126.0,-0.9750684300446715,-0.981920982796965,-1.9569894126779557,-1.784320750413536
127.0,-0.975092804753325,-0.981947375616615,-1.9570401804790607,-1.7889097140863608
128.0,-0.9751132320095897,-0.9820086195850428,-1.9571218514309514,-1.8010326100375038
129.0,-0.9751486022946362,-0.9820251211931972,-1.9571737237209546,-1.791047528739224
130.0,-0.975158027957995,-0.982033522050492,-1.9571915500878474,-1.7988782273649604
131.0,-0.9751906036943745,-0.9821262050411056,-1.9573168091124422,-1.7946487061596972
132.0,-0.975212422044779,-0.9821724417136812,-1.9573848642247027,-1.7805260211747216
133.0,-0.9752303538717664,-0.9821506055319796,-1.9573809598799086,-1.798024310696558
134.0,-0.9752434991486727,-0.9822039472151092,-1.9574474460265001,-1.784094455776998
135.0,-0.9752648812895003,-0.9822096223044318,-1.9574745041444952,-1.777135296643816
136.0,-0.9752795641896649,-0.9822701913322219,-1.9575497549068435,-1.7859636924654763
137.0,-0.9752958530920203,-0.9822870505087247,-1.9575829041959483,-1.805834247790995
138.0,-0.9753248660112267,-0.9823460538295836,-1.9576709204310534,-1.797145838986076
139.0,-0.9753476442359813,-0.9823649954387131,-1.957712640498059,-1.7948948203293256
140.0,-0.975364728964753,-0.9824187831770732,-1.9577835125088683,-1.7965270133945048
141.0,-0.9753873619698363,-0.9824549702595303,-1.9578423320706457,-1.7960994507275863
142.0,-0.9753964577269175,-0.9824202814127568,-1.9578167390156738,-1.7931045871022
143.0,-0.9754199789091603,-0.9824718722609064,-1.9578918518396704,-1.7952853471370294
144.0,-0.9754435799775985,-0.9825379601619679,-1.9579815400006857,-1.7951949106950142
145.0,-0.9754571002871083,-0.9825641971772489,-1.9580212975635578,-1.7868511297314842
146.0,-0.9754781681705436,-0.982577292481883,-1.9580554606127463,-1.797177528506395
147.0,-0.9754932019331,-0.9826304850666001,-1.9581236865582576,-1.788170197092903
148.0,-0.9755003794195688,-0.9826094908594063,-1.958109870442656,-1.8059023693086222
149.0,-0.975537971935604,-0.9826893761370874,-1.9582273477502896,-1.800878487115411
150.0,-0.9755446772622202,-0.9826931434611349,-1.958237820529914,-1.7999755973687857
151.0,-0.975556571005267,-0.9827252927443108,-1.9582818640124593,-1.7920684009837502
152.0,-0.9755725939856935,-0.9827676103854522,-1.9583402046241072,-1.8036664585931605
153.0,-0.9755989174344054,-0.9827960799386579,-1.9583949975565844,-1.783932003364744
154.0,-0.9756172052127724,-0.9827987951516927,-1.9584160004239852,-1.7896829604349243
155.0,-0.9756353824321369,-0.9828518028910826,-1.9584871851843388,-1.7853762686346757
156.0,-0.9756380240482906,-0.9828960494966548,-1.9585340738078267,-1.7942949400693884
157.0,-0.9756672492566537,-0.9829233534236691,-1.9585906022636805,-1.7905207969377768
158.0,-0.9756784900518228,-0.982908903505894,-1.9585873932849154,-1.795399569598796
159.0,-0.9756951293007272,-0.9829613081853581,-1.9586564370099226,-1.7840332136523291
160.0,-0.9756977488844408,-0.9829852684936736,-1.9586830174277148,-1.7961796621010766
161.0,-0.9757236492775676,-0.9830147573621933,-1.9587384071704839,-1.8039503510906045
162.0,-0.9757374235404612,-0.9830217452714692,-1.9587591687524102,-1.8088931849029204
163.0,-0.9757566674533179,-0.9830400373253795,-1.9587967048183776,-1.7917398235997506
164.0,-0.9757671599192896,-0.9830457820683616,-1.958812942151332,-1.7934594523473562
165.0,-0.97577996091576,-0.9830852321194781,-1.9588651932981196,-1.7958432011318055
166.0,-0.9757989083330812,-0.9831398596995343,-1.9589387676209333,-1.7893226532762838
167.0,-0.9758234233856995,-0.9831660187977507,-1.9589894430266548,-1.8056724438735094
168.0,-0.9758255036755946,-0.9831765795186542,-1.959002083248809,-1.7953317797202824
169.0,-0.975844457540951,-0.9832008965421936,-1.9590453540781845,-1.7882523304101603
170.0,-0.975844237861354,-0.9832231983960324,-1.9590674359399447,-1.7873842633354344
171.0,-0.9758657488835238,-0.9832628289921327,-1.9591285782625387,-1.7959553863953264
172.0,-0.9758910853463778,-0.9832914063961661,-1.9591824921889462,-1.8056523857335156
173.0,-0.9758997519569607,-0.9832888443090857,-1.959188596196606,-1.792667483831469
174.0,-0.9759204169324405,-0.9833049514462907,-1.9592253685870524,-1.7989048086824764
175.0,-0.975924553322179,-0.9833205067259287,-1.9592450600133875,-1.795231404556859
176.0,-0.9759350224214633,-0.9833641917225207,-1.9592992140447834,-1.795355349261237
177.0,-0.9759568868108386,-0.9833901229174152,-1.959347009390972,-1.7967926595259993
178.0,-0.9759673935765681,-0.9834189682769886,-1.9593863615410751,-1.7977569812282002
179.0,-0.975989206322142,-0.9834787499352086,-1.9594679556919075,-1.7807312607765198
180.0,-0.9759870503124742,-0.9834524301370765,-1.9594394800874688,-1.7954833897369167
181.0,-0.9759917669261743,-0.9834296004222813,-1.9594213675071765,-1.7864733823291121
182.0,-0.9760167084964766,-0.9834937856073753,-1.9595104940443315,-1.8103512635728194
183.0,-0.976032041239542,-0.9834936840409019,-1.9595257247894013,-1.7904997355000103
184.0,-0.9760455390602893,-0.9835379232659538,-1.9595834627180853,-1.7844333559227592
185.0,-0.9760489930197493,-0.9835888783328791,-1.9596378709310263,-1.8038913295920616
186.0,-0.9760595688042549,-0.9835682445559693,-1.9596278132858238,-1.8010894425484054
187.0,-0.9760782116659967,-0.9835856613684705,-1.9596638727616658,-1.8037172073813224
188.0,-0.9760914022973902,-0.9836182852121521,-1.9597096878666642,-1.8036328542853983
189.0,-0.9760911562502895,-0.9836170543268853,-1.959708210969017,-1.7825338597546256
190.0,-0.9761085787916219,-0.9836628827049161,-1.959771462066941,-1.801029354663445
191.0,-0.9761263117215255,-0.9836752410040944,-1.9598015528843409,-1.7751430661945735
192.0,-0.9761330318984627,-0.983721581192434,-1.959854613150417,-1.780927658834352
193.0,-0.9761462756071053,-0.9837457593798568,-1.9598920343619988,-1.786604883075702
194.0,-0.9761594466414321,-0.983719558736454,-1.9598790055118067,-1.8021118615475875
195.0,-0.9761738095206529,-0.9837694271904186,-1.9599432369590728,-1.7816660133018314
196.0,-0.9761866522855108,-0.9837931057443989,-1.959979757856309,-1.7887992856061854
197.0,-0.976195660661796,-0.9838185195787145,-1.9600141802057902,-1.787617056667334
198.0,-0.9762080533587616,-0.983824119776589,-1.9600321727335885,-1.781573103314139
199.0,-0.9762244694163699,-0.983851942631551,-1.9600764125439236,-1.7995169851075605
200.0,-0.9762252922154132,-0.9838432503925084,-1.960068542478961,-1.8034317909635451
201.0,-0.9762406666723059,-0.983852359784704,-1.9600930264024496,-1.7989398835206296
202.0,-0.9762410909133376,-0.9838729485196084,-1.9601140397751877,-1.7951836025733707
203.0,-0.9762662442470337,-0.9838934377910908,-1.960159682330766,-1.7959892356188565
204.0,-0.9762640981822202,-0.9839287580493049,-1.9601928563208055,-1.7937366879570165
205.0,-0.9762727180395883,-0.983931762397195,-1.960204480005261,-1.790093546230081
206.0,-0.976291638771964,-0.9839511986251797,-1.9602428377989058,-1.8010565825924867
207.0,-0.97630638249198,-0.9839856052464154,-1.9602919875895946,-1.792483329584625
208.0,-0.9762999082629431,-0.9839740121058064,-1.9602739200364276,-1.7852959061309248
209.0,-0.97631095960492,-0.9839982499276341,-1.9603092096565546,-1.7945724639094083
210.0,-0.9763312297324883,-0.9840527294012833,-1.9603839589403307,-1.7710410185146483
211.0,-0.9763331491240668,-0.9840477050823867,-1.960380853913812,-1.7824695224257254
212.0,-0.976338397993307,-0.9840824176529694,-1.9604208158000374,-1.798808007726172
213.0,-0.9763629116174375,-0.9841055761977163,-1.9604684878300338,-1.795553843556987
214.0,-0.9763735352166036,-0.9840992300712974,-1.960472765297821,-1.8012331551850125
215.0,-0.9763747657149884,-0.9841079077080204,-1.9604826732196476,-1.7947146119476307
216.0,-0.9764010178186715,-0.9841552544842447,-1.9605562719259542,-1.7750726653877968
217.0,-0.9764028318840761,-0.9841529561218013,-1.9605557878868367,-1.7814156261477236
218.0,-0.9764040819348874,-0.9841826772039064,-1.960586759743917,-1.7588275410176077
219.0,-0.976406796393998,-0.9841802550590285,-1.9605870522267907,-1.7927827925478677
220.0,-0.9764254259777474,-0.9842052108646084,-1.9606306367381952,-1.7824346552151262
221.0,-0.9764374163470808,-0.9842114938201232,-1.9606489100729634,-1.799482737389786
222.0,-0.9764415191227162,-0.9842273515274891,-1.9606688709378868,-1.7854252780594908
223.0,-0.9764488867220609,-0.9842628218314806,-1.9607117087469825,-1.791381882924416
224.0,-0.9764712950329599,-0.9842744212614039,-1.9607457164977249,-1.802041318932604
225.0,-0.9764792600725201,-0.9842926596875019,-1.9607719196558613,-1.790081718709985
226.0,-0.9764847991331014,-0.9843085484347169,-1.9607933479547004,-1.798475872660512
227.0,-0.9764879898589671,-0.9842762142268534,-1.9607642040263003,-1.7786674477854423
228.0,-0.9764991220146644,-0.9843200476423342,-1.9608191699149198,-1.7831933319474471
229.0,-0.9765194478284561,-0.9843455194395255,-1.960864967322542,-1.786566421789769
230.0,-0.9765220295622036,-0.9843920122330168,-1.9609140423358633,-1.7916532841527255
231.0,-0.9765158823824687,-0.984343345648161,-1.96085922808519,-1.7683173111076416
232.0,-0.9765380645855757,-0.9843962140703117,-1.9609342792659707,-1.8064526772423755
233.0,-0.9765397157140924,-0.9844098162599477,-1.9609495316863585,-1.7830325864125955
234.0,-0.9765578421279001,-0.9844256125125789,-1.9609834545412783,-1.7942359004917114
235.0,-0.9765616106869943,-0.9844180739708626,-1.9609796850000987,-1.7946391999250717
236.0,-0.9765753509885828,-0.9844603686073987,-1.961035719863823,-1.8020709992208375
237.0,-0.9765906004478345,-0.9844820166850354,-1.9610726165128665,-1.7957470180675694
238.0,-0.9765817022039894,-0.9844877211575581,-1.9610694239319506,-1.7948739497582495
239.0,-0.9765937367522837,-0.9844420289322691,-1.9610357659722342,-1.7976660972334575
240.0,-0.9765994749926703,-0.9844899508980275,-1.9610894262031795,-1.783069996660543
241.0,-0.9766032724736822,-0.9845079294534296,-1.9611112026165556,-1.783699873781882
242.0,-0.976622649831106,-0.9845291223741861,-1.9611517726020944,-1.7920399666020843
243.0,-0.9766312574917677,-0.9845644096432603,-1.961195666916787,-1.7831009051999398
244.0,-0.9766272743817443,-0.9845507180243371,-1.9611779918009582,-1.7958986973875506
245.0,-0.976641785496333,-0.9845698238897217,-1.961211609128133,-1.7758005067447162
246.0,-0.9766558345744839,-0.9846000642519361,-1.9612558995704241,-1.7977323942651493
247.0,-0.9766589619707245,-0.9846051628968377,-1.9612641241781186,-1.7781026696706834
248.0,-0.976665813062615,-0.9845857354778611,-1.961251548128794,-1.793347399569989
249.0,-0.9766757088373353,-0.9846433272444687,-1.961319035714762,-1.7900574704482093
250.0,-0.9766927593121605,-0.9846579787724623,-1.9613507378465416,-1.7894410425076175
251.0,-0.9766845172997312,-0.9846514181843948,-1.9613359352510047,-1.791513078397296
252.0,-0.9766892482826295,-0.9846728732723399,-1.9613621205629639,-1.791643758614858
253.0,-0.9767222106431956,-0.9847003567473726,-1.9614225674798487,-1.7879652205801688
254.0,-0.9767153165925112,-0.9846785493387878,-1.961393865966019,-1.7851663849553414
255.0,-0.9767331742323744,-0.9847209732534684,-1.9614541474660026,-1.7757224699520575
256.0,-0.9767294183659893,-0.9847039689168147,-1.9614333869852023,-1.7976835324865947
257.0,-0.9767321860809101,-0.9847242129348008,-1.9614563992686722,-1.7831055513490432
258.0,-0.9767404223744283,-0.9847438688225424,-1.9614842909787293,-1.7961440983730093
259.0,-0.9767601617592647,-0.9847522713315262,-1.9615124331403913,-1.7999798320292673
260.0,-0.9767650916938071,-0.9847559944518128,-1.961521086373781,-1.7953600068981237
261.0,-0.9767697381578448,-0.984771434886985,-1.9615411726579477,-1.8019821916899599
262.0,-0.9767728545279454,-0.9847662478643219,-1.9615391029081102,-1.7980168235810448
263.0,-0.976778860708992,-0.9847911696937166,-1.9615700306209498,-1.791613154125063
264.0,-0.9767809178504411,-0.9848090439149502,-1.9615899618645918,-1.7927782603349731
265.0,-0.976788445514818,-0.9847970887866088,-1.9615855340782256,-1.7916968056187623
266.0,-0.9768077790752032,-0.9848587077132396,-1.9616664869074834,-1.8059444360635104
267.0,-0.9768055994706869,-0.9848351608777369,-1.9616407600905026,-1.7795159592636012
268.0,-0.9768165763973783,-0.9848516542522465,-1.961668230317303,-1.8004252114002173
269.0,-0.9768269842998492,-0.9848692132885627,-1.9616961973999307,-1.796830628155532
270.0,-0.9768329457017718,-0.984898744828195,-1.9617316902720452,-1.7912091012061302
271.0,-0.9768337479315831,-0.9848943434539725,-1.9617280916732371,-1.791892694824303
272.0,-0.9768406292945184,-0.9848932236286708,-1.9617338532108708,-1.7994977557828642
273.0,-0.9768453820618553,-0.9849067437348196,-1.9617521257321946,-1.7982859760287437
274.0,-0.9768565616304509,-0.9849202876342179,-1.9617768491952285,-1.7816550781564877
275.0,-0.9768696949140119,-0.9849492879202355,-1.9618189827995272,-1.7990607674841255
276.0,-0.9768649795700788,-0.9849262953032727,-1.961791274769191,-1.7929991918717516
277.0,-0.9768641503230003,-0.9849421844026496,-1.9618063351472523,-1.7958034086754726
278.0,-0.9768809421968964,-0.9849593232453162,-1.9618402659580554,-1.7872872833768716
279.0,-0.9768854224504285,-0.9849787692792743,-1.9618641915313018,-1.7972566397834162
280.0,-0.9768889938980487,-0.9849793138704016,-1.9618683078081307,-1.778516503495251
281.0,-0.9769031423255411,-0.9849947632336226,-1.9618979053210823,-1.7800482135813382
282.0,-0.9769075164493749,-0.9850311924645991,-1.961938708884214,-1.778287650378771
283.0,-0.976913192550543,-0.9850286910287293,-1.9619418835594322,-1.8036990468912593
284.0,-0.9769197375641256,-0.985057380281372,-1.9619771178752579,-1.7676710532551505
285.0,-0.9769224449601578,-0.9850345551645219,-1.9619569997179576,-1.7916640833279156
286.0,-0.9769400810703339,-0.985055650367786,-1.9619957312595588,-1.7953001807839573
287.0,-0.9769466654218909,-0.9850905444951981,-1.962037209703808,-1.7819129324637317
288.0,-0.976944304017504,-0.9850942837702927,-1.9620385875397954,-1.7924016866638761
289.0,-0.9769563794066607,-0.9850523603917795,-1.9620087402994029,-1.797716772951786
290.0,-0.9769561927310836,-0.9850849885010844,-1.962041180889926,-1.8026476439329873
291.0,-0.9769616932423348,-0.9850943075189021,-1.9620559999725926,-1.8072687910066396
292.0,-0.9769666634919769,-0.9850947074954816,-1.9620613700946536,-1.7812051692091835
293.0,-0.9769761982461701,-0.985133813613364,-1.962110011809934,-1.8012330964278271
294.0,-0.9769851512933537,-0.9851207593628737,-1.9621059103139855,-1.794299279814836
295.0,-0.9769962537087289,-0.9851754159094878,-1.9621716694297355,-1.7978822089861166
296.0,-0.9769917540813312,-0.9851291226182036,-1.9621208769673761,-1.7835328408515472
297.0,-0.9769932301010538,-0.9851578862117314,-1.9621511161491043,-1.779748127076298
298.0,-0.976997392516054,-0.9851611884985251,-1.9621585807715378,-1.7874697574883653
299.0,-0.9770112349445991,-0.9851522376337533,-1.9621634724097115,-1.780992525260407
300.0,-0.9770096858587183,-0.9852107538501981,-1.9622204406215613,-1.8036670249785292
301.0,-0.9770184867074726,-0.9852057673812676,-1.9622242541185004,-1.8060654473342412
302.0,-0.9770249627518794,-0.9852140909415013,-1.9622390532916185,-1.7722112960160061
303.0,-0.9770375242187247,-0.985240164022929,-1.962277688112693,-1.7926273281917
304.0,-0.9770425595538414,-0.9852469073582323,-1.9622894672245554,-1.7805900661301275
305.0,-0.9770432974818622,-0.9852606835952166,-1.962303980928278,-1.7950071069584073
306.0,-0.9770533642039141,-0.9852401798354952,-1.9622935438013278,-1.7907530087242005
307.0,-0.9770553820123488,-0.9852713628310059,-1.9623267446548736,-1.7839899890795703
308.0,-0.9770566856810522,-0.98526690389567,-1.9623235887087174,-1.7847559368252566
309.0,-0.9770739522047345,-0.9853143855598293,-1.9623883377546438,-1.7896863382197858
310.0,-0.977070181572349,-0.9853082388512969,-1.9623784208055681,-1.7894544299179909
311.0,-0.977077642271401,-0.9852997006210936,-1.9623773435472183,-1.7747806251331528
312.0,-0.9770904036719757,-0.9852909749068287,-1.962381378866486,-1.8064994271520942
313.0,-0.9770958062822136,-0.9853510833217091,-1.962446889514642,-1.7935084075347696
314.0,-0.9771057392670567,-0.9853415261382736,-1.9624472652466094,-1.7963126109674643
315.0,-0.9771080918227554,-0.9853774840823623,-1.9624855756719963,-1.8022787093551238
316.0,-0.9771085246148736,-0.9853682273872841,-1.9624767520021578,-1.7971683799938003
317.0,-0.9771193500623396,-0.9853731278096657,-1.9624924779265656,-1.7895909975301973
318.0,-0.9771233632549268,-0.9853974095078925,-1.9625207731844214,-1.7967486795844247
319.0,-0.977128905400645,-0.985395904526572,-1.9625248096841756,-1.7943985342602782
320.0,-0.9771266919092241,-0.9853955831961811,-1.9625222754674871,-1.7865875606288277
